id,Number,sentiment,text
384,23058,0,"dll load failed in tensorflow install using pip on windows 10. **System information**
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04): windows 10
- TensorFlow installed from (source or binary): pip
- TensorFlow version: 1.11
- Python version: 3.6
- Installed using virtualenv? pip? conda?: pip and venv
- CUDA/cuDNN version: 8 | 5.1/6
- GPU model and memory: nvidia geforce gtx 960m
- Have I written custom code: N/A
- Bazel version: N/A
- Exact command to reproduce: N/A
- Mobile device: N/A




**Describe the problem**

I did look at these issues and applied the fixes but still not working.
https://github.com/tensorflow/tensorflow/issues/10033
https://github.com/tensorflow/tensorflow/issues/5949

Then i found this https://gist.github.com/mrry/ee5dbcfdd045fa48a27d56664411d41c
turns out there were some version issues like it needed cuda 8 instead of 9. so I fixed all those things and its still not working please help


**Any other info / logs**
"
1025,27438,0,"DLL Loading Failed & Using An AMD GPU. <em>Please make sure that this is a build/installation issue. As per our [GitHub Policy](https://github.com/tensorflow/tensorflow/blob/master/ISSUES.md), we only address code/doc bugs, performance issues, feature requests and build/installation issues on GitHub. tag:build_template</em>

**System information**
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04): Windows 10 Pro x64
- TensorFlow installed from (source or binary): Unknown
- TensorFlow version: Unknown
- Python version: 3.6
- Installed using virtualenv? pip? conda?: pip
- CUDA/cuDNN version: None
- GPU model and memory: 4GB ATI Radeon RX 580 (MSI)



**Describe the problem**

Unable to import a DLL & Getting Tensorflow to work on an AMD GPU

**Provide the exact sequence of commands / steps that you executed before running into the problem**
import tensorflow as tf

**Any other info / logs**

"
851,28961,0,"tensorflow compile error. <em>Please make sure that this is a build/installation issue. As per our [GitHub Policy](https://github.com/tensorflow/tensorflow/blob/master/ISSUES.md), we only address code/doc bugs, performance issues, feature requests and build/installation issues on GitHub. tag:build_template</em>
**grpc** **sha256** checksum was""*"" but wanted""*""
**System information**
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04):
- Mobile device (e.g. iPhone 8, Pixel 2, Samsung Galaxy) if the issue happens on mobile device:
- TensorFlow installed from (source or binary):source
- TensorFlow version:branch:master  05/23/2019
- Python version:2.7
- Installed using virtualenv? pip? conda?:
- Bazel version (if compiling from source):0.24.1
- GCC/Compiler version (if compiling from source):
- CUDA/cuDNN version:10/7.5.1
- GPU model and memory:


8g
**Describe the problem**
Downloading  **grpc** from github ,the sha256 checksum is not suit for the .bzl files.
**Provide the exact sequence of commands / steps that you executed before running into the problem**
Almost every time I compile tensorflow ,this bug will turn out.
the last few times I was lucky,the  sha code was right after  tried so .many times.

**Any other info / logs**
Include any logs or source code that would be helpful to diagnose the problem. If including tracebacks, please include the full traceback. Large logs and files should be attached.
"
437,11500,0,"allocate_output can result in OOM error. TF-commit: 7f008453ca1c7b

### Describe the problem
When implementing custom operations, allocating output twice (as a bug) should give at least a warning. The following code



gives a nearly un-debuggable OOM error after many iterations during runtime. Is it possible to prevent   being called with the same  twice?"
1298,7259,0,"Configure script optimization flags don't work. The default optimization switches that are set when running the configure script do not change the compiler settings.  The values are put into the bazel.rc file.  They don't get into the gcc command line.  For example if I run ./configure with all of the default answers the optimization should be ""-march=native"".  I have tested this on multiple Ubuntu 16.04 systems with don't have CUDA.

If I then build the pip package with 'bazel build --c opt -s  ...' one example compile is this:

> /usr/bin/gcc -U_FORTIFY_SOURCE -fstack-protector -Wall -B/usr/bin -B/usr/bin -Wunused-but-set-parameter -Wno-free-nonheap-object -fno-omit-frame-pointer -g0 -O2 '-D_FORTIFY_SOURCE=1' -DNDEBUG -ffunction-sections -fdata-sections '-std=c++0x' -MD -MF bazel-out/local-opt/bin/external/farmhash_archive/_objs/farmhash/external/farmhash_archive/src/farmhash.pic.d '-frandom-seed=bazel-out/local-opt/bin/external/farmhash_archive/_objs/farmhash/external/farmhash_archive/src/farmhash.pic.o' -fPIC -iquote external/farmhash_archive -iquote bazel-out/local-opt/genfiles/external/farmhash_archive -iquote external/bazel_tools -iquote bazel-out/local-opt/genfiles/external/bazel_tools -isystem external/farmhash_archive/src -isystem bazel-out/local-opt/genfiles/external/farmhash_archive/src -isystem external/bazel_tools/tools/cpp/gcc3 -fno-canonical-system-headers -Wno-builtin-macro-redefined '-D__DATE__=""redacted""' '-D__TIMESTAMP__=""redacted""' '-D__TIME__=""redacted""' -c external/farmhash_archive/src/farmhash.cc -o bazel-out/local-opt/bin/external/farmhash_archive/_objs/farmhash/external/farmhash_archive/src/farmhash.pic.o)

If I explicitly set the compile options with 'bazel build --c opt --copts=-march=native -s  ...' I get the correct results:

> /usr/bin/gcc -U_FORTIFY_SOURCE -fstack-protector -Wall -B/usr/bin -B/usr/bin -Wunused-but-set-parameter -Wno-free-nonheap-object -fno-omit-frame-pointer -g0 -O2 '-D_FORTIFY_SOURCE=1' -DNDEBUG -ffunction-sections -fdata-sections **'-march=native'** '-std=c++0x' -MD -MF bazel-out/local-opt/bin/external/farmhash_archive/_objs/farmhash/external/farmhash_archive/src/farmhash.pic.d '-frandom-seed=bazel-out/local-opt/bin/external/farmhash_archive/_objs/farmhash/external/farmhash_archive/src/farmhash.pic.o' -fPIC -iquote external/farmhash_archive -iquote bazel-out/local-opt/genfiles/external/farmhash_archive -iquote external/bazel_tools -iquote bazel-out/local-opt/genfiles/external/bazel_tools -isystem external/farmhash_archive/src -isystem bazel-out/local-opt/genfiles/external/farmhash_archive/src -isystem external/bazel_tools/tools/cpp/gcc3 -fno-canonical-system-headers -Wno-builtin-macro-redefined '-D__DATE__=""redacted""' '-D__TIMESTAMP__=""redacted""' '-D__TIME__=""redacted""' -c external/farmhash_archive/src/farmhash.cc -o bazel-out/local-opt/bin/external/farmhash_archive/_objs/farmhash/external/farmhash_archive/src/farmhash.pic.o)

The performance is slower for the first example.  Somehow the optimizations in bazel.rc are not getting through to the compiler command line."
238,25021,1,"[TFLite, Quantization, Performance] float32 nodes faster than uint8.. **System information**
- Have I written custom code (as opposed to using a stock example script provided in TensorFlow): Yes
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04): Linux Ubuntu 18.04
- Mobile device (e.g. iPhone 8, Pixel 2, Samsung Galaxy) if the issue happens on mobile device: No
- TensorFlow installed from (source or binary): source
- TensorFlow version (use command below): 1.12.0, b'v1.12.0-6341-g8a5d48a'
- Python version: 3.5
- Bazel version (if compiling from source): 0.19.2
- GCC/Compiler version (if compiling from source): c++ (Ubuntu 5.4.0-6ubuntu1~16.04.11) 5.4.0
- CUDA/cuDNN version: No
- GPU model and memory: No

**Describe the current behavior**
I converted my TF model to two TFLite models: float32 and uint8. Then I compared them and nodes DEPTHWISE_CONV2D and SOFTMAX with float32 were faster than with uint8.

**Describe the expected behavior**
I thought, that at least conv2d with uint8 will faster than with float32.

**Code to reproduce the issue**
My code:


**Other info / logs**
Benchmark for float32:


Benchmark for uint8:


"
1331,27634,0,"Missing documentation for variable ops.. <em>Please make sure that this is a documentation issue. As per our [GitHub Policy](https://github.com/tensorflow/tensorflow/blob/master/ISSUES.md), we only address code/doc bugs, performance issues, feature requests and build/installation issues on GitHub. tag:doc_template</em>


**System information**
- TensorFlow version: v1.13
- Doc Link:


**Describe the documentation issue**
Hi, I am looking for documentation on the ReadVariableOp and VarHandleOp. Specifically as to what are the inputs that they take and what do they produce exactly. I dug around the source code for mentions of these ops and found some calls [here](https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/ops/resource_variable_ops.py#L196) and [here](https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/ops/resource_variable_ops.py#L864). While this hints at the signature of these ops, I would love to look at the implementation, which probably exists in [this](https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/ops/resource_variable_ops.py#L37) module, but I can not find it in this public repo's master branch. Could someone point me to this?

Alternately, is there any documentation on these ops written [this](https://www.tensorflow.org/api_docs/cc/class/tensorflow/ops/fused-batch-norm) way?

Thanks!
**We welcome contributions by users. Will you be able to update submit a PR (use the [doc style guide](https://www.tensorflow.org/community/documentation)) to fix the doc Issue?**
"
531,31413,0,"//tensorflow/contrib/metrics:metric_ops_test fails with Assertion error. **System information**
- Have I written custom code (as opposed to using a stock example script provided in TensorFlow): No
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04):  Linux Ubuntu 18.04 s390x
- Mobile device (e.g. iPhone 8, Pixel 2, Samsung Galaxy) if the issue happens on mobile device: NA
- TensorFlow installed from (source or binary): Source
- TensorFlow version (use command below): 1.14.0
- Python version: 2.7.15
- Bazel version (if compiling from source): 0.24.1
- GCC/Compiler version (if compiling from source): gcc (Ubuntu 7.4.0-1ubuntu1~18.04.1) 7.4.0
- CUDA/cuDNN version: NA
- GPU model and memory: NA

**Describe the current behavior**
python tensorflow/contrib/metrics/python/ops/metric_ops_test.py




**Describe the expected behavior**
The test should pass on s390x.
"
1184,19198,0,"__hadd() is ambiguous when EIGEN_CUDA_ARCH >= 530. ### System information
- **Have I written custom code**: I change the CUDA capabilities to 6.1 and 7.0.
- **OS Platform and Distribution**: Windows 10
- **TensorFlow installed from (source or binary)**: I'm compiling the source code.
- **TensorFlow version (use command below)**: branch , 8753e2ebde6c58b56675cc19ab7ff83072824a62
- **Python version**: 3.6.0
- **Bazel version (if compiling from source)**: No
- **GCC/Compiler version (if compiling from source)**: VS 2017(v141), but v140 for CUDA host compiler
- **CUDA/cuDNN version**: CUDA 9.0, cuDNN 7.1
- **GPU model and memory**: 1080 Ti, Titan V
- **Exact command to reproduce**: cmake-gui, enable GPU, and change CUDA host compiler to v140

### Describe the problem
[__hadd()](https://github.com/eigenteam/eigen-git-mirror/blob/2bdd9e80c43ee491fb0cb299940995e094b1647b/Eigen/src/Core/arch/CUDA/Half.h#L212) is ambiguous when [EIGEN_CUDA_ARCH >= 530](https://github.com/eigenteam/eigen-git-mirror/blob/2bdd9e80c43ee491fb0cb299940995e094b1647b/Eigen/src/Core/arch/CUDA/Half.h#L204).

The following is where the ambiguity comes from found in VS 2017:
![image](https://user-images.githubusercontent.com/6009211/39873593-f19954bc-549d-11e8-8bb6-3c02e33c44c5.png)

### Source code / logs
 compilation fails because of this problem:


I'm confused that nobody has every post such an issue.
Nobody has ever tried changing CUDA capabilities to >=5.3?
Or is there something wrong with my environment?

It seems that this is a pure Eigen issue...
"
476,21574,0,"Tensorflow Lite, python API does not work . ### System information
- **TensorFlow version:  1.9.0**
- **Python version:  3.5**

### Describe the problem
I am try run TFlite model file with Python API (like in example: 
https://github.com/tensorflow/tensorflow/blob/master/tensorflow/contrib/lite/toco/g3doc/python_api.md), but I get an error: 
**ImportError: /home/pi/.local/lib/python3.5/site-packages/tensorflow/contrib/lite/python/interpreter_wrapper/_tensorflow_wrap_interpreter_wrapper.so: undefined symbol: _ZN6tflite12tensor_utils39NeonMatrixBatchVectorMultiplyAccumulateEPKaiiS2_PKfiPfi**

### Source code / logs
My code:


Log output:
"
